GPS LATITUDE (degrees),GPS LONGITUDE (degrees),GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,TIME SINCE START (ms),DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Azimuth) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),latitude,longitude,timestamp,speed_mps,gyro_z,accel_forward,accel_lateral,x_m,y_m,heading_deg,dt_s,dr_speed_mps,dr_heading_deg,dr_x_m,dr_y_m,position_error_m
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184220,2019-11-06 11:18:11:563,8.4406,8.6178,6.4012,0.1504,-0.0982,9.805,0.4282,0.6482,-0.7941,-19.94,-35.56,36.38,257.38,-81.66,113.49,52.756207,-1.688531,2184.22,2.8222222222222224,-0.7941,8.4406,8.6178,-15769.322806735792,21613.736256389282,280.37177305647975,0.09999999999990905,2.919356992845657,281.8164678592438,-4661.128023817647,6049.15107878465,19121.93251442332
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184320,2019-11-06 11:18:11:663,-10.2717,-12.8867,10.1084,0.0804,0.0661,9.806,-0.2332,-0.1057,-0.0629,-19.69,-35.87,36.81,261.08,-80.89,118.25,52.756207,-1.688531,2184.32,2.8222222222222224,-0.0629,-10.2717,-12.8867,-15769.322806735792,21613.736256389282,280.37177305647975,0.1000000000003638,2.9643175203792627,282.77995923071137,-4661.062450920839,6048.861990599452,19122.205914653692
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184420,2019-11-06 11:18:11:763,5.0333,6.4904,6.2548,-0.0368,0.0211,9.8065,0.4285,-1.3657,0.4782,-19.94,-36.37,36.56,259.39,-80.22,115.96,52.756207,-1.688531,2184.42,2.8222222222222224,0.4782,5.0333,6.4904,-15769.322806735792,21613.736256389282,280.37177305647975,0.09999999999990905,2.9795862150105963,282.24691943782216,-4660.999246409492,6048.570812767411,19122.479640679994
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184520,2019-11-06 11:18:11:863,11.5413,8.6957,6.8679,-0.074,0.1219,9.8055,0.3459,-1.5872,0.9523,-19.81,-35.5,35.44,259.39,-80.22,115.96,52.756207,-1.688531,2184.52,2.8222222222222224,0.9523,11.5413,8.6957,-15769.322806735792,21613.736256389282,280.37177305647975,0.09999999999990905,3.015293140216035,280.9806549378037,-4660.941811843664,6048.274803987368,19122.75394795139
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184620,2019-11-06 11:18:11:963,-2.8837,-3.564,8.0191,0.083,0.1037,9.8057,-0.1304,-0.3796,0.3981,-19.56,-35.19,35.38,254.51,-80.48,111.24,52.756207,-1.688531,2184.62,2.8222222222222224,0.3981,-2.8837,-3.564,-15769.322806735792,21613.736256389282,280.37177305647975,0.09999999999990905,2.974381431033061,282.68825118498444,-4660.876480697396,6047.9846294014715,19123.028094199664
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184720,2019-11-06 11:18:12:063,-6.7295,-7.9943,6.7879,0.0577,0.0215,9.8064,-0.016,0.821,-0.4996,-19.31,-35.19,35.69,252.01,-79.44,108.3,52.756207,-1.688531,2184.72,2.8222222222222224,-0.4996,-6.7295,-7.9943,-15769.322806735792,21613.736256389282,280.37177305647975,0.09999999999990905,2.974757584915406,282.51931007707145,-4660.811997282616,6047.694226722234,19123.301934370516
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184820,2019-11-06 11:18:12:163,-1.7643,-2.9406,8.4168,-0.0687,-0.0245,9.8063,-0.2521,0.8313,-0.4896,-19.81,-35.81,35.19,248.94,-79.34,107.35,52.756207,-1.688531,2184.82,2.8222222222222224,-0.4896,-1.7643,-2.9406,-15769.322806735792,21613.736256389282,280.37177305647975,0.1000000000003638,2.9841120903791754,281.3518319242343,-4660.753260059879,6047.40165333256,19123.574204307537
52.756207,-1.688531,108.16,10.16,4,170.38,23 / 23,2184920,2019-11-06 11:18:12:263,6.3781,3.8147,10.0195,-0.1102,-0.0394,9.8059,-0.0439,-0.1046,0.0971,-19.69,-35.31,35.13,248.94,-79.34,107.35,52.756207,-1.688531,2184.92,2.8222222222222224,0.0971,6.3781,3.8147,-15769.322806735792,21613.736256389282,280.37177305647975,0.09999999999990905,2.959471135283162,282.10338258173215,-4660.691206967637,6047.112284868921,19123.845792362998
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185020,2019-11-06 11:18:12:363,-5.6493,-6.1472,9.6316,0.0403,0.0314,9.8065,0.1616,-0.7745,0.4178,-19.44,-36.0,35.19,248.5,-79.89,106.44,52.756115,-1.688504,2185.02,3.1555555555555554,0.4178,-5.6493,-6.1472,-15767.497716221997,21603.50632313785,280.11553501811073,0.09999999999990905,3.309899812549446,283.30173829082366,-4660.615053036936,6046.790174722341,19114.76549205176
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185120,2019-11-06 11:18:12:463,-5.2257,-3.6336,8.9263,0.0494,0.0126,9.8065,0.0669,-0.604,0.4335,-19.06,-35.75,35.19,249.54,-79.6,106.65,52.756115,-1.688504,2185.12,3.1555555555555554,0.4335,-5.2257,-3.6336,-15767.497716221997,21603.50632313785,280.11553501811073,0.09999999999990905,3.361847164506143,281.22910392390156,-4660.549586909178,6046.460425803175,19115.07190148714
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185220,2019-11-06 11:18:12:563,0.0955,-2.3333,8.8602,0.0989,0.0499,9.806,-0.0469,0.5927,-0.1505,-18.87,-35.44,35.0,249.54,-79.6,106.65,52.756115,-1.688504,2185.22,3.1555555555555554,-0.1505,0.0955,-2.3333,-15767.497716221997,21603.50632313785,280.11553501811073,0.09999999999990905,3.301360010616355,282.19646988255414,-4660.47984086711,6046.137741330644,19115.37504925433
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185320,2019-11-06 11:18:12:663,2.8805,2.1683,8.8768,-0.0448,0.057,9.8063,-0.2494,0.5022,-0.3146,-19.37,-35.94,34.81,247.05,-78.95,106.28,52.756115,-1.688504,2185.32,3.1555555555555554,-0.3146,2.8805,2.1683,-15767.497716221997,21603.50632313785,280.11553501811073,0.1000000000003638,3.304044919216341,280.7396310418911,-4660.4182712335205,6045.81312415842,19115.67502001581
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185420,2019-11-06 11:18:12:763,0.5374,1.3898,9.5254,-0.0306,-0.0424,9.8064,0.2236,0.1653,0.0399,-19.81,-35.81,34.38,244.9,-79.06,104.12,52.756115,-1.688504,2185.42,3.1555555555555554,0.0399,0.5374,1.3898,-15767.497716221997,21603.50632313785,280.11553501811073,0.09999999999990905,3.303876285317196,281.15928793391515,-4660.3543289121535,6045.488983194293,19115.975982832926
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185520,2019-11-06 11:18:12:863,-3.3653,-1.911,8.6869,-0.0914,-0.13,9.8053,-0.0326,-0.081,-0.0437,-20.0,-35.37,35.56,249.79,-79.85,106.74,52.756115,-1.688504,2185.52,3.1555555555555554,-0.0437,-3.3653,-1.911,-15767.497716221997,21603.50632313785,280.11553501811073,0.09999999999990905,3.3704442462451136,282.2639857312575,-4660.282735214534,6045.159630364289,19116.28563416164
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185620,2019-11-06 11:18:12:963,-4.27,-0.0058,8.773,0.0181,-0.0188,9.8065,0.1637,0.1186,-0.1427,-20.5,-35.37,35.63,249.79,-79.85,106.74,52.756115,-1.688504,2185.62,3.1555555555555554,-0.1427,-4.27,-0.0058,-15767.497716221997,21603.50632313785,280.11553501811073,0.09999999999990905,3.250152889214083,281.8208799783429,-4660.216154935106,6044.841507739467,19116.58323340286
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185721,2019-11-06 11:18:13:064,-1.6034,-1.3152,9.4442,0.0408,-0.0312,9.8065,-0.064,0.1946,-0.0211,-19.69,-35.69,35.44,250.26,-79.79,107.53,52.756115,-1.688504,2185.721,3.1555555555555554,-0.0211,-1.6034,-1.3152,-15767.497716221997,21603.50632313785,280.11553501811073,0.10100000000011278,3.394347900295115,281.4545449567446,-4660.148072339543,6044.505506879355,19116.896257284763
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185820,2019-11-06 11:18:13:163,0.9154,-0.8907,10.0521,-0.0081,0.0156,9.8066,-0.1626,0.1577,-0.0574,-19.25,-35.31,36.13,252.29,-79.62,108.46,52.756115,-1.688504,2185.82,3.1555555555555554,-0.0574,0.9154,-0.8907,-15767.497716221997,21603.50632313785,280.11553501811073,0.09900000000016007,3.2467364628297797,282.97753226699075,-4660.0758898354015,6044.192289790976,19117.193120790365
52.756115,-1.688504,108.2,11.36,4,169.02,23 / 23,2185920,2019-11-06 11:18:13:263,-2.6209,-4.0947,10.172,-0.0501,-0.0026,9.8065,0.0829,0.2382,-0.2096,-19.5,-35.31,35.44,252.29,-79.62,108.46,52.756115,-1.688504,2185.92,3.1555555555555554,-0.2096,-2.6209,-4.0947,-15767.497716221997,21603.50632313785,280.11553501811073,0.09999999999990905,3.2728445424891675,280.87808495129303,-4660.014124765555,6043.870886321581,19117.49059529265
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186020,2019-11-06 11:18:13:363,-3.6474,-3.2123,9.597,0.0072,-0.0223,9.8066,-0.07,0.21,-0.0916,-20.69,-35.62,34.88,250.0,-79.9,108.03,52.756027,-1.688467,2186.02,3.188888888888889,-0.0916,-3.6474,-3.2123,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.376125802374655,285.7208484637143,-4659.922648391538,6043.545902741486,19108.391344436037
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186120,2019-11-06 11:18:13:463,3.4192,0.2689,9.1695,0.017,0.0181,9.8065,0.0158,-0.2047,0.1828,-19.62,-35.69,35.0,251.56,-79.64,109.91,52.756027,-1.688467,2186.12,3.188888888888889,0.1828,3.4192,0.2689,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.3904047236625727,286.23104985071274,-4659.827882690906,6043.220375624512,19108.711328992136
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186220,2019-11-06 11:18:13:563,-2.6826,-0.2348,9.1066,-0.0483,0.0224,9.8065,-0.1263,0.1796,-0.1376,-19.94,-35.75,35.25,250.06,-79.66,108.29,52.756027,-1.688467,2186.22,3.188888888888889,-0.1376,-2.6826,-0.2348,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.2687139380389647,285.14042576418217,-4659.742508575016,6042.904850398226,19109.017716776925
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186320,2019-11-06 11:18:13:663,-3.6767,-0.8894,10.0137,-0.0791,0.0134,9.8063,-0.0346,0.3659,-0.1805,-19.87,-35.94,35.13,250.06,-79.66,108.29,52.756027,-1.688467,2186.32,3.188888888888889,-0.1805,-3.6767,-0.8894,-15764.996666258638,21593.72116959334,284.33763183751853,0.1000000000003638,3.2842537957265345,286.2450160235754,-4659.650633052564,6042.589537667239,19109.32771059041
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186420,2019-11-06 11:18:13:763,-2.5491,0.6522,9.806,-0.0174,0.0373,9.8065,-0.1239,0.3251,-0.2242,-20.44,-35.37,35.44,249.55,-80.01,106.59,52.756027,-1.688467,2186.42,3.188888888888889,-0.2242,-2.5491,0.6522,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.3527810293624816,286.6973721955408,-4659.554302091284,6042.268396339772,19109.645037587146
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186520,2019-11-06 11:18:13:863,1.3494,-1.1071,10.2501,-0.0085,-0.0024,9.8066,0.07,-0.2195,0.0328,-20.06,-35.44,35.81,248.14,-80.01,104.87,52.756027,-1.688467,2186.52,3.188888888888889,0.0328,1.3494,-1.1071,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.456109858277079,285.74595020625117,-4659.460512801439,6041.935754606619,19109.970247217512
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186620,2019-11-06 11:18:13:963,0.2741,-2.5289,9.9293,-0.0069,-0.0316,9.8065,0.0534,-0.0468,0.1665,-19.25,-35.75,36.06,248.14,-80.01,104.87,52.756027,-1.688467,2186.62,3.188888888888889,0.1665,0.2741,-2.5289,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.401202027938823,285.2894242630812,-4659.370824802494,6041.607672581519,19110.28936343863
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186720,2019-11-06 11:18:14:063,-0.6243,-1.4165,9.2611,0.0205,-0.0587,9.8064,0.0142,0.0462,-0.0689,-20.31,-34.87,35.81,249.07,-80.11,105.78,52.756027,-1.688467,2186.72,3.188888888888889,-0.0689,-0.6243,-1.4165,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.3264840364072983,285.58767972548566,-4659.281437949748,6041.2872588630225,19110.602064820625
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186820,2019-11-06 11:18:14:163,-0.1545,-1.4326,9.4381,-0.0045,-0.0191,9.8066,0.0891,0.0613,0.0507,-20.25,-34.81,35.69,251.85,-80.2,108.66,52.756027,-1.688467,2186.82,3.188888888888889,0.0507,-0.1545,-1.4326,-15764.996666258638,21593.72116959334,284.33763183751853,0.1000000000003638,3.2179324319851013,283.69490534935574,-4659.205252834187,6040.974614145274,19110.900772504
52.756027,-1.688467,108.28,11.48,8,165.65,22 / 22,2186920,2019-11-06 11:18:14:263,-1.0685,-4.0775,9.3744,-0.0312,-0.04,9.8065,0.1404,0.1345,0.1004,-20.87,-35.37,35.81,251.92,-80.44,109.65,52.756027,-1.688467,2186.92,3.188888888888889,0.1004,-1.0685,-4.0775,-15764.996666258638,21593.72116959334,284.33763183751853,0.09999999999990905,3.342971025609947,286.64253076876,-4659.1095102599,6040.654320666962,19111.217070844817
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187020,2019-11-06 11:18:14:363,-4.2616,-1.0873,9.2196,-0.026,-0.0039,9.8066,0.0007,0.0622,-0.2056,-21.25,-34.94,36.0,251.92,-80.44,109.65,52.755928,-1.688424,2187.02,3.3583333333333334,-0.2056,-4.2616,-1.0873,-15762.090040625568,21582.71287185515,284.7907943041358,0.09999999999990905,3.526448173515661,286.5024665697611,-4659.009339164528,6040.316202168716,19100.902997006095
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187120,2019-11-06 11:18:14:463,-1.2352,-1.1293,8.4365,-0.0141,0.0039,9.8065,-0.0467,0.0801,0.02,-21.12,-35.0,35.75,251.68,-80.59,109.5,52.755928,-1.688424,2187.12,3.3583333333333334,0.02,-1.2352,-1.1293,-15762.090040625568,21582.71287185515,284.7907943041358,0.09999999999990905,3.4891985762791933,286.1496532532974,-4658.912288092688,6039.98105122287,19101.232123934737
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187221,2019-11-06 11:18:14:564,-1.6218,-2.1808,9.2489,-0.0356,-0.0255,9.8065,0.1005,-0.1526,0.2162,-21.25,-35.75,35.81,252.31,-80.84,109.97,52.755928,-1.688424,2187.221,3.3583333333333334,0.2162,-1.6218,-2.1808,-15762.090040625568,21582.71287185515,284.7907943041358,0.10100000000011278,3.4657971338060034,284.95736210728046,-4658.821941290794,6039.642865896725,19101.559823632982
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187319,2019-11-06 11:18:14:662,-2.36,-0.8949,10.1763,0.0823,-0.0565,9.806,0.0434,0.1978,-0.0282,-21.12,-35.62,35.56,252.31,-80.84,109.97,52.755928,-1.688424,2187.319,3.3583333333333334,-0.0282,-2.36,-0.8949,-15762.090040625568,21582.71287185515,284.7907943041358,0.09799999999995634,3.5162915963494026,287.17802576449805,-4658.720167566804,6039.313641186837,19101.886874910793
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187420,2019-11-06 11:18:14:763,1.2647,-0.0665,10.3049,0.0795,0.0314,9.8062,-0.0349,0.0875,-0.1956,-20.62,-35.12,36.0,254.67,-80.47,112.76,52.755928,-1.688424,2187.42,3.3583333333333334,-0.1956,1.2647,-0.0665,-15762.090040625568,21582.71287185515,284.7907943041358,0.10100000000011278,3.4612202736386353,285.9407169602748,-4658.624157112614,6038.977500680924,19102.21620428972
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187520,2019-11-06 11:18:14:863,-0.7126,1.1505,9.5915,0.0499,0.0028,9.8065,0.1348,-0.2159,0.2166,-21.06,-35.5,36.38,254.22,-79.97,112.45,52.755928,-1.688424,2187.52,3.3583333333333334,0.2166,-0.7126,1.1505,-15762.090040625568,21582.71287185515,284.7907943041358,0.09999999999990905,3.6019557663737696,286.74298887408287,-4658.520392298451,6038.632575012452,19102.557190333042
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187620,2019-11-06 11:18:14:963,-1.1669,-1.8055,9.5641,0.0726,-0.0282,9.8063,-0.0072,-0.3171,0.1349,-20.69,-35.44,36.13,255.38,-79.61,113.96,52.755928,-1.688424,2187.62,3.3583333333333334,0.1349,-1.1669,-1.8055,-15762.090040625568,21582.71287185515,284.7907943041358,0.09999999999990905,3.584170573210024,286.2816797051691,-4658.419906564894,6038.288532276256,19102.89555263609
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187720,2019-11-06 11:18:15:063,-5.161,-3.9933,9.7307,-0.0001,-0.0231,9.8065,-0.0969,0.444,-0.2149,-20.0,-35.25,36.19,255.38,-79.61,113.96,52.755928,-1.688424,2187.72,3.3583333333333334,-0.2149,-5.161,-3.9933,-15762.090040625568,21582.71287185515,284.7907943041358,0.09999999999990905,3.5412289649129716,284.99887556939075,-4658.328259527856,6037.946474026215,19103.227163346975
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187820,2019-11-06 11:18:15:163,1.1435,0.1796,10.3651,0.0293,0.0228,9.8066,0.0169,0.6735,-0.4927,-20.56,-35.44,36.56,256.09,-79.64,114.69,52.755928,-1.688424,2187.82,3.3583333333333334,-0.4927,1.1435,0.1796,-15762.090040625568,21582.71287185515,284.7907943041358,0.1000000000003638,3.5128188617892993,287.30562878797895,-4658.223764172664,6037.611094115812,19103.560808540977
52.755928,-1.688424,108.39,12.09,6,165.01,23 / 23,2187920,2019-11-06 11:18:15:263,4.5912,-0.1617,9.8364,0.0517,0.0094,9.8064,-0.0013,0.129,-0.1395,-20.12,-34.81,36.38,256.59,-79.12,114.54,52.755928,-1.688424,2187.92,3.3583333333333334,-0.1395,4.5912,-0.1617,-15762.090040625568,21582.71287185515,284.7907943041358,0.09999999999990905,3.4753251290026554,287.1536611665313,-4658.121264546727,6037.279020819377,19103.89060367188
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188020,2019-11-06 11:18:15:363,-0.7216,-5.2098,9.2276,0.0264,0.0585,9.8064,0.1182,-0.5903,0.2265,-20.12,-34.12,36.25,256.59,-79.12,114.54,52.75582,-1.688379,2188.02,3.3638888888888885,0.2265,-0.7216,-5.2098,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.512849529694343,286.3249477303737,-4658.02252375597,6036.941898624286,19092.682655944966
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188120,2019-11-06 11:18:15:463,-2.2762,1.251,9.5679,-0.0681,0.0219,9.8063,-0.0734,-0.2865,0.251,-19.87,-35.37,36.63,255.76,-78.88,113.01,52.75582,-1.688379,2188.12,3.3638888888888885,0.251,-2.2762,1.251,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.595853745649252,285.9655986261176,-4657.923616149597,6036.596183529154,19093.021436997456
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188220,2019-11-06 11:18:15:563,-5.3667,-2.7415,8.4059,-0.0072,0.0342,9.8066,0.0938,0.1924,-0.2401,-20.12,-35.31,36.88,254.84,-79.36,111.64,52.75582,-1.688379,2188.22,3.3638888888888885,-0.2401,-5.3667,-2.7415,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.55732159181072,284.7557378706536,-4657.833011598561,6036.252183261121,19093.353996073947
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188320,2019-11-06 11:18:15:663,-3.2647,1.6221,9.5586,0.069,-0.004,9.8063,0.0407,0.4046,-0.2105,-20.62,-35.87,37.19,252.28,-79.08,110.48,52.75582,-1.688379,2188.32,3.3638888888888885,-0.2105,-3.2647,1.6221,-15759.048223102576,21570.703819777445,284.2137208727161,0.1000000000003638,3.5240735028127115,286.4088921407729,-4657.733459927693,6035.914129411327,19093.68691989554
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188420,2019-11-06 11:18:15:763,-0.8672,2.0512,9.9176,0.1002,-0.0025,9.806,-0.1333,0.3154,-0.1661,-20.0,-35.69,37.13,252.28,-79.08,110.48,52.75582,-1.688379,2188.42,3.3638888888888885,-0.1661,-0.8672,2.0512,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.560087605597268,287.47771994801354,-4657.626538067153,6035.574556218431,19094.025365659865
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188520,2019-11-06 11:18:15:863,-3.2817,0.2661,10.0534,-0.0047,0.0072,9.8065,-0.0201,-0.1268,0.1185,-19.62,-35.06,37.88,254.87,-78.54,111.76,52.75582,-1.688379,2188.52,3.3638888888888885,0.1185,-3.2817,0.2661,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.54116942205793,285.8066294968948,-4657.530079593711,6035.233829683423,19094.35866699294
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188620,2019-11-06 11:18:15:963,-3.691,-2.4934,9.7808,0.033,0.0098,9.8065,0.0494,-0.3522,0.1195,-19.75,-35.19,37.88,255.05,-78.39,111.8,52.75582,-1.688379,2188.62,3.3638888888888885,0.1195,-3.691,-2.4934,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.533702765883232,285.82227151665967,-4657.433731685458,6034.893847870746,19094.691298872527
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188720,2019-11-06 11:18:16:063,-0.4606,-3.3025,9.6129,0.0645,0.0304,9.8063,0.1202,-0.1501,-0.0517,-19.19,-35.44,38.81,255.05,-78.39,111.8,52.75582,-1.688379,2188.72,3.3638888888888885,-0.0517,-0.4606,-3.3025,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.562917051838465,284.8322495308744,-4657.342524606004,6034.54942799931,19095.02455356364
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188820,2019-11-06 11:18:16:163,0.6292,-0.6933,10.5709,-0.0076,0.0699,9.8063,-0.2009,0.0167,0.0182,-18.94,-34.87,38.25,256.18,-77.98,111.45,52.75582,-1.688379,2188.82,3.3638888888888885,0.0182,0.6292,-0.6933,-15759.048223102576,21570.703819777445,284.2137208727161,0.1000000000003638,3.5397402711301265,284.0574009597715,-4657.256546491415,6034.206054477205,19095.353917695586
52.75582,-1.688379,108.56,12.11,6,164.94,21 / 23,2188920,2019-11-06 11:18:16:263,-3.6198,0.9671,10.5929,0.0274,-0.0393,9.8065,0.0856,0.0643,-0.1118,-18.44,-34.56,37.94,254.44,-78.01,109.25,52.75582,-1.688379,2188.92,3.3638888888888885,-0.1118,-3.6198,0.9671,-15759.048223102576,21570.703819777445,284.2137208727161,0.09999999999990905,3.5568164623940572,285.4264283959412,-4657.16193489242,6033.8631870410045,19095.687890290803
52.75571,-1.688337,108.76,11.6,6,167.25,21 / 21,2189020,2019-11-06 11:18:16:363,-0.2548,-2.1645,10.4329,0.0222,-0.0419,9.8065,-0.0824,-0.1206,0.1725,-18.37,-34.69,38.19,255.61,-77.95,110.54,52.75571,-1.688337,2189.02,3.222222222222222,0.1725,-0.2548,-2.1645,-15756.209193414448,21558.472377846985,283.06748579807436,0.09999999999990905,3.3802915747039473,285.7528203331139,-4657.070164091493,6033.537853625264,19084.404082224093
52.75571,-1.688337,108.76,11.6,6,167.25,21 / 21,2189120,2019-11-06 11:18:16:463,-1.6796,-5.5991,9.1362,-0.081,0.0225,9.8062,-0.0836,0.0549,-0.0052,-17.75,-35.44,37.94,255.61,-77.95,110.54,52.75571,-1.688337,2189.12,3.222222222222222,-0.0052,-1.6796,-5.5991,-15756.209193414448,21558.472377846985,283.06748579807436,0.09999999999990905,3.3595159310627167,285.6424927690294,-4656.979580097715,6033.214344718151,19084.719935182664
52.75571,-1.688337,108.76,11.6,6,167.25,21 / 21,2189219,2019-11-06 11:18:16:562,-4.2642,-2.7033,9.6072,-0.0275,0.0256,9.8065,0.0169,0.0948,-0.2814,-18.06,-34.87,38.56,254.47,-78.37,109.33,52.75571,-1.688337,2189.219,3.222222222222222,-0.2814,-4.2642,-2.7033,-15756.209193414448,21558.472377846985,283.06748579807436,0.09900000000016007,3.3448140782752143,284.51515917539484,-4656.896585298259,6032.893777553607,19085.028982073218
52.75571,-1.688337,108.76,11.6,6,167.25,21 / 21,2189320,2019-11-06 11:18:16:663,-4.8495,-0.3335,10.5491,-0.0352,0.0461,9.8064,0.1131,-0.0666,0.0454,-18.56,-35.19,38.25,252.34,-78.49,107.75,52.75571,-1.688337,2189.32,3.222222222222222,0.0454,-4.8495,-0.3335,-15756.209193414448,21558.472377846985,283.06748579807436,0.10100000000011278,3.338856741948674,284.9115892335799,-4656.809807897476,6032.567909379372,19085.34454190432
52.75571,-1.688337,108.76,11.6,6,167.25,21 / 21,2189420,2019-11-06 11:18:16:763,0.8186,2.2745,10.7302,0.0343,0.0284,9.8064,0.1477,-0.4444,0.2979,-18.31,-35.44,38.44,252.34,-78.49,107.75,52.75571,-1.688337,2189.42,3.222222222222222,0.2979,0.8186,2.2745,-15756.209193414448,21558.472377846985,283.06748579807436,0.09999999999990905,3.291963700100145,283.59279639337507,-4656.732440196277,6032.24793361648,19085.64983666659
52.75571,-1.688337,108.76,11.6,6,167.25,21 / 21,2189520,2019-11-06 11:18:16:863,2.2506,-0.9421,10.0602,0.0274,-0.1144,9.8059,0.0605,0.2753,-0.2749,-17.37,-34.81,38.88,253.49,-78.25,107.27,52.75571,-1.688337,2189.52,3.222222222222222,-0.2749,2.2506,-0.9421,-15756.209193414448,21558.472377846985,283.06748579807436,0.09999999999990905,3.3266252248816386,284.65646680485514,-4656.648268945578,6031.926095839915,19085.960603629672
52.75571,-1.688337,108.76,11.6,6,167.25,21 / 21,2189620,2019-11-06 11:18:16:963,-3.1261,-0.3627,8.9039,-0.0223,-0.0295,9.8065,-0.0078,0.5289,-0.2777,-17.5,-34.44,39.06,258.01,-78.26,110.65,52.75571,-1.688337,2189.62,3.222222222222222,-0.2777,-3.1261,-0.3627,-15756.209193414448,21558.472377846985,283.06748579807436,0.09999999999990905,3.325179545743113,284.14794088375504,-4656.56699276444,6031.6036638742335,19086.27017107838
